GAME,ROUND,COURT,TEAMS
140,12,8,L:H
141,12,9,U:A
142,12,10,V:B
143,12,11,I:E
144,12,12,F:J
145,13,1,S:V
146,13,2,T:U
147,13,3,X:Q
148,13,4,W:R
149,13,5,E:P
150,13,6,O:F
151,13,7,L:A
152,13,8,K:B
153,13,9,N:G
154,13,10,M:H
155,13,11,C:J
156,13,12,I:D
157,14,1,R:X
158,14,2,W:Q
159,14,3,V:T
160,14,4,U:S
161,14,5,N:H
162,14,6,M:G
163,14,7,D:J
164,14,8,I:C
165,14,9,P:F
166,14,10,E:O
167,14,11,L:B
168,14,12,A:K
169,15,1,T:W
170,15,2,S:X
171,15,3,U:R
172,15,4,Q:V
173,15,5,M:F
174,15,6,E:N
175,15,7,I:B
176,15,8,A:J
177,15,9,O:H
178,15,10,P:G
179,15,11,K:D
180,15,12,C:L
181,16,1,Q:U
182,16,2,V:R
183,16,3,S:W
184,16,4,X:T
185,16,5,G:O
186,16,6,P:H
187,16,7,C:K
188,16,8,D:L
189,16,9,M:E
190,16,10,N:F
191,16,11,A:I
192,16,12,J:B
193,17,1,E:D
194,17,2,G:B
195,17,3,H:C
196,17,4,A:F
197,17,5,S:L
198,17,6,Q:J
199,17,7,P:W
200,17,8,U:N
201,17,9,T:I
202,17,10,K:R
203,17,11,M:X
204,17,12,O:V
205,18,1,F:C
206,18,2,H:A
207,18,3,E:B
208,18,4,D:G
209,18,5,R:I
210,18,6,T:K
211,18,7,M:V
212,18,8,X:O
213,18,9,S:J
214,18,10,L:Q
215,18,11,N:W
216,18,12,P:U
217,19,1,B:H
218,19,2,D:F
219,19,3,A:G
220,19,4,E:C
221,19,5,K:Q
222,19,6,I:S
223,19,7,U:O
224,19,8,M:W
225,19,9,L:R
226,19,10,T:J
227,19,11,V:P
228,19,12,X:N
229,20,1,C:G
230,20,2,A:E
231,20,3,D:H
232,20,4,F:B
233,20,5,L:T
234,20,6,J:R
235,20,7,X:P
236,20,8,N:V
237,20,9,K:S
238,20,10,Q:I
239,20,11,W:O
240,20,12,U:M
241,21,1,D:A
242,21,2,B:C
243,21,3,G:F
244,21,4,H:E
245,21,5,J:K
246,21,6,L:I
247,21,7,O:N
248,21,8,P:M
249,21,9,Q:T
250,21,10,R:S
251,21,11,X:U
252,21,12,V:W
253,22,1,H:F
254,22,2,E:G
255,22,3,B:D
256,22,4,C:A
257,22,5,T:R
258,22,6,S:Q
259,22,7,V:X
260,22,8,W:U
261,22,9,J:L
262,22,10,I:K
263,22,11,P:N
264,22,12,M:O
265,23,1,A:B
266,23,2,C:D
267,23,3,F:E
268,23,4,G:H
269,23,5,I:J
270,23,6,K:L
271,23,7,N:M
272,23,8,O:P
273,23,9,R:Q
274,23,10,S:T
275,23,11,U:V
276,23,12,W:X
